gene,H10,H1,H2,H3,H4,H5,H6,H7,H8,H9
GPATCH4,6.425793057,7.250641996,9.41490679,8.550410661,2.915337666,9.64413361,6.105815648,10.55238318,9.140546068,7.111388387
NCAM1,6.500483001,4.341732472,5.876185789,5.273551287,1.273496294,2.379035528,1.473821605,5.575525535,4.228423042,7.947276192
ENTR1,18.31697498,25.46273894,28.98194763,20.8765849,10.53442122,20.48722183,16.04310622,25.27225637,23.34720865,24.09199894
RGS2,1547.14462,1798.964842,1153.405765,1214.088229,1452.601698,1043.516021,1930.699773,1383.624444,1825.093079,1156.805731
CMIP,52.79345056,45.52650452,54.79099507,43.94077552,41.9689069,43.52472565,44.24081925,56.55647895,43.50635799,48.14922328
GAREM2,0.49901874,1.096992116,1.098481715,0.767565323,0.310990845,1.137071184,0.574403041,0.82943762,0.954089962,1.069168526
AL021393.1,2.115862248,0.390108753,0.807319524,0.384624148,0.0,0.37985478,0.395767958,0.0,1.213615504,0.392888026
PKD2,7.010539064,6.918981821,9.362191568,6.259478114,4.380423415,9.920589891,7.906414847,10.08531307,7.884514633,8.002030201
C16orf86,3.440462938,4.816208566,4.497310966,3.011241795,1.949995609,4.003329847,3.217659828,2.628209371,2.070830328,2.721023945
TSNARE1,7.561306929,7.284979533,9.056487073,6.045750911,3.070634103,6.328009491,6.380426601,10.21842263,7.771838001,7.548013559
TFCP2,24.67448117,25.49376501,33.94064519,27.89806485,18.77791311,29.53159995,24.58156463,32.31277907,29.34251891,26.39474529
AL928654.4,1.094394004,0.756664359,0.608959729,0.911809906,0.246289165,1.555414955,0.597054181,0.447867974,1.133387156,0.931400683
AL589880.1,3.973692515,10.25700575,13.64566902,4.334057475,10.01575937,4.280314839,4.459629185,7.805698979,4.558458234,3.689314393
MIR1537,11.21753854,0.0,3.566764125,0.0,3.365951919,3.356421745,0.0,0.0,0.0,0.0
AC012676.3,0.952358874,0.43897415,2.271112856,0.865605077,0.857298819,1.709743018,1.336026697,1.403070318,2.731268295,1.326304673
ZRANB2,57.42284608,58.88364906,70.66199763,57.63992144,33.65074138,69.45200791,48.18397482,71.45385387,71.99681667,56.71183001
MITD1,13.45757198,15.33666574,17.94152779,14.59132683,10.49270029,16.78834598,13.97350478,16.44400585,17.37279082,15.29835701
NDEL1,69.24415212,55.85136261,48.35554712,57.17705096,60.68064495,42.77570702,59.77220535,44.77655079,54.90215501,53.08141953
ASH2L,13.54645898,13.30633893,14.87298394,13.18941935,11.95112268,14.55017345,14.25735653,13.22914089,17.00834556,13.75945721
AC004112.1,3.54878282,0.89222893,3.077406105,1.759369866,0.290414522,2.027145806,3.017240868,0.950595024,2.467284325,1.198113981
PMF1,23.623602,24.3644589,22.44796786,23.44604703,20.20639707,21.53037996,22.34769736,28.98082571,22.8429407,21.09263023
SWSAP1,6.501376257,7.86634378,5.813994966,7.140213848,5.974364777,5.349546297,4.053566354,5.32122472,6.215095074,3.772564955
PPP6R3,61.57467414,53.90269566,56.95398647,47.4784124,44.40219487,52.16538148,49.23930013,62.74278172,56.15905279,52.98628425
SOCS4,17.74464691,12.7462663,14.82607234,14.09747973,9.58990475,15.46317412,12.14379481,18.89125427,16.46800201,14.28011881
PLBD1-AS1,6.123220144,5.644795111,2.92043774,5.565433983,7.234537597,3.435263867,5.726682667,4.134663033,1.829247082,2.131878988
CTBP1,31.5359386,36.03814489,39.84017084,28.21690339,18.04956994,34.57664367,28.1669774,38.02050384,32.59871011,33.61013508
BUB1B,0.50958434,0.516745933,0.34026101,0.926328936,0.137615997,0.548905433,0.810192538,0.500499465,2.387012144,0.946231663
NHLRC1,0.304390503,0.561215172,0.193569939,0.461104128,0.274007652,0.728618244,0.379571049,0.89689148,0.484978319,0.565213468
ACTR10,25.24293335,27.38333573,23.64802587,23.86736157,22.26578444,26.05527294,29.62909615,27.12243654,25.15710659,25.21905343
CCDC122,0.547483263,1.785885602,0.482066348,0.574166588,0.113731389,0.567046879,0.433254842,0.454996154,0.724673659,0.547402704
METTL1,1.640092093,2.375916586,4.469904707,1.490690201,1.054561207,2.839253525,1.753006096,2.416278775,3.023753882,1.087656118
TMEM44-AS1,6.31884581,4.133967465,9.527308283,6.854834126,4.95417588,5.123117373,7.434707994,7.80779166,7.794325368,6.434375307
TRIQK,9.023189589,7.223683928,9.286635861,7.368778613,8.153072412,6.729316113,10.08855139,8.829007077,9.339280284,7.558595341
RF00019,458.4160767,375.1851809,377.5524731,310.9686238,597.8524599,411.4907247,796.808942,430.4766461,577.1812558,359.172841
C16orf54,195.7720282,148.882295,179.6307938,152.6800665,149.0570339,147.4395461,195.3832,162.2840975,133.0854509,128.675646
THNSL1,1.189827597,1.590451205,1.134964067,0.865153535,0.160659677,0.907827165,0.667664881,1.110184573,1.649280468,1.712249877
LRRC27,1.051197163,1.755285854,1.721661535,1.370064661,0.499917033,1.424290271,0.686330468,1.05193672,1.459961862,1.012797003
CAMP,38.2701259,106.4043878,16.93853889,151.9363477,36.65499049,22.53533096,60.13016801,18.34286873,35.12154398,193.5746121
TRAP1,9.329552282,12.94147966,13.72684623,9.399656131,4.199159773,14.6159442,9.507364978,15.30085674,12.83119948,11.52193599
SNX14,20.5136493,20.00585302,21.61946007,20.97925785,12.77308876,19.79698326,18.79488385,25.38197978,23.75338483,22.5328057
F5,31.89690421,32.25411322,32.85778055,33.16187708,31.86838886,28.14555167,42.82471381,33.17476591,37.04166564,34.22939502
C15orf39,200.2022519,244.0520896,185.8378084,165.1859046,182.0222402,160.5990294,211.7760681,200.2208163,164.8019633,170.7772006
NLRC5,80.17952881,86.49431681,102.8841261,67.938083,47.67553212,75.41028226,69.26923412,107.9784157,72.68795214,92.44487774
AC105277.1,0.783814262,0.602143808,0.373836102,1.0686207,0.940770067,1.407159632,1.09958211,0.769840415,0.874183142,1.576727606
2023-03-09 00:00:00,11.22220785,18.17006538,17.22540407,12.84052925,5.538184625,15.95390076,12.25358485,16.95283189,14.21330465,13.5924146
TESPA1,26.3180712,34.22492769,43.13493489,33.82595525,14.1658262,48.18168701,34.00246217,36.19730412,40.41896229,31.06806466
AP5M1,8.199254687,9.948956802,10.52851566,9.410986848,6.418810069,10.11206161,9.437875667,10.53094855,12.19276992,8.995080675
NEMF,22.42060658,18.59961237,22.20472363,20.9054537,17.91241706,21.32537664,19.01095279,26.99974361,22.92812758,19.3877469
CD82,61.32846895,75.17402432,55.59171458,58.56485925,71.06750377,53.58059046,65.49033731,50.86150165,61.65110671,49.91380221
ADCY7,38.6933589,30.09058437,49.71647626,31.78149782,16.13082728,27.94736428,24.56999024,42.59822284,32.21424931,34.64826238
FTH1P8,22.18773836,20.45414571,22.01123697,15.72993039,17.17683246,13.94155725,17.84574701,13.94699211,26.3012989,15.24390254
CCDC32,4.140855944,5.105967825,5.207855065,4.506791649,2.967782537,4.285181832,4.341365815,5.077314743,5.093124762,3.354767637
AC073115.1,2.143702541,3.161934103,4.498681819,1.169054977,0.0,0.0,1.202926293,1.263290756,2.869029634,3.184460844
AC138356.1,0.328029651,2.015998254,0.938712131,0.993827497,1.378007161,1.079654358,1.431670667,0.85915076,1.254340856,1.522770706
TONSL,2.05399702,2.071029021,2.204196994,1.370998107,0.317792843,1.757316071,1.380705044,1.828249124,2.515800292,1.787814657
KDM7A-DT,6.591121887,6.076138327,8.943766289,4.64069307,6.100359745,6.499737347,6.077462375,5.561838504,7.987042204,6.291805115
AC037459.3,9.040656214,6.881518403,8.228200585,6.558610975,6.794326946,4.764898361,6.74863522,9.612647332,5.788136876,6.160484251
GLYATL1P2,0.589379717,0.181109921,0.749604174,0.535690997,0.707400748,0.352698926,0.0,0.0,0.0,0.0
PTCD2,1.562646792,2.204219106,2.442416441,2.087669396,0.593174358,2.24768053,2.077724611,2.625781727,2.087772617,1.730490959
TEC,6.380138472,5.724095741,9.128920767,6.989804231,9.02518976,5.420235515,7.618533191,6.490193067,7.133880878,8.409314869
USP35,9.117255576,9.208844578,10.02028886,8.35879049,7.457859056,7.25883076,6.673167759,8.487510642,8.867365834,6.514198187
PIP5K1B,5.912779546,4.748800286,4.486473727,4.84488953,4.879043816,5.186897626,6.493408101,4.487510446,4.753168498,4.616279992
NSUN2,23.03269386,22.56969727,31.81001677,30.6111504,14.13320785,27.40549444,18.51915151,32.10217752,25.50341199,23.96124601
WNK1,88.37217001,75.18155602,85.02333495,76.81974253,71.28638743,77.70335683,76.40566769,85.44168896,79.11452935,80.87000746
SH3BP5,15.26858637,15.12330614,12.4906287,11.9914244,8.718223817,9.048377858,9.427439686,9.706393445,11.4786047,13.25835371
AL451165.2,6.212566741,7.90893634,7.901469682,5.646641677,4.793534639,6.904390256,8.853703942,7.264058389,7.07024164,6.866622767
C2CD2,1.567628525,2.745775766,3.14022326,2.540942554,0.893731563,3.07229853,2.590126748,4.644703836,2.822362714,2.959396429
MAP3K7,19.0861042,21.73993154,21.20538136,18.86217183,16.19034937,20.06773746,21.46716549,23.50178242,24.73836029,22.21593848
VASP,519.0367977,523.9480314,416.7579392,377.3578175,556.8329079,412.724136,538.9649264,420.5665603,556.9485531,374.8712563
AATF,39.76195898,43.73224329,41.77769673,36.58717501,34.95143471,39.62315612,42.29559786,41.37306752,46.05550828,36.55087743
CCS,17.99589244,23.46134438,28.13614072,21.38937624,14.66593336,23.5137557,20.61485452,20.70806023,22.39503991,14.43414115
ADM2,1.169964772,1.372702565,0.659464666,0.580030075,0.478720138,1.145675317,0.746044285,0.626785434,0.915092688,0.444369274
B4GALT2,1.632669316,1.449359508,1.845790979,1.099217475,0.707635173,1.302704516,1.24417191,1.365997321,1.618582996,1.122834815
CEP350,27.81350703,21.88055739,28.10242974,24.77107893,19.24948746,23.45894264,24.45666149,29.89389496,26.39000289,25.82302767
TTC28-AS1,2.108429935,3.207092064,2.936365437,2.337965866,1.290623827,3.236350085,2.326828773,4.07955643,2.15667859,2.329472258
DPAGT1,4.79507282,7.088601133,9.43638789,5.889557269,3.383164173,7.29004632,5.696585045,9.079742801,8.796184037,6.73802965
AC027176.2,2.44600483,1.127445672,1.166609178,0.555797362,0.550463987,1.646716298,0.285950307,1.501498396,1.169148805,1.135477995
EEA1,6.696631055,9.135808915,9.774690728,8.884817823,3.944630352,9.137734195,10.76052136,9.954150333,9.624110441,9.075713406
PSMB3,217.3494133,218.909794,207.8861597,214.2346626,222.3747259,212.6298923,263.9091207,211.7482971,252.2093208,175.6865412
MBNL3,15.70584132,14.97855799,16.87217728,16.34843381,12.69067895,15.25618734,12.67777882,20.25559369,16.69441754,17.37670406
LYSMD4,2.322137462,3.211053143,6.568806248,4.694277979,1.946190209,5.247023356,3.257635045,6.213045917,5.320068291,6.096143578
TBC1D23,23.92829271,18.36194267,21.39576107,19.86610477,20.34983257,19.06597994,19.74106784,23.67482375,22.28486619,20.78389804
RAB28,16.43151376,21.01739449,18.02492595,14.84136611,12.20290178,16.22446819,18.05671262,20.67754613,23.26742988,18.21135948
TMEM94,16.11381739,19.22522355,24.67987833,17.05256356,10.64638125,17.76918245,15.8957389,22.24136623,17.26048829,18.16815007
KLF8,2.204027331,1.949225934,2.341695953,2.247553884,0.629083166,1.930160042,1.273645898,2.375927464,1.781507599,1.929839811
PURA,4.004179883,4.306541914,6.171394786,5.172700884,1.718813061,4.925516176,4.23031687,5.425798203,5.91900587,4.30280084
POLR2F,5.305174359,6.090828971,5.805661868,4.348590915,4.1017736,5.434069794,5.844354229,5.913863974,5.538275241,4.834854935
CD58,83.3602285,85.21536476,74.76009581,84.94695964,91.61275861,71.4989325,90.27791013,79.73932794,97.90081166,89.26486429
MVB12A,7.02350152,8.654348602,10.08263322,6.826140522,5.821660132,8.926239903,8.259604887,10.17668004,7.910824393,8.134938236
TNFRSF8,6.04330666,5.846923792,4.623132618,5.438415946,5.063055693,4.726461681,5.707904196,6.640782361,6.863995347,3.666473936
RF00019,4.472351968,2.061457038,0.0,2.032474665,0.0,0.0,0.0,2.196309419,6.413125064,0.0
NFKB2,107.3193699,106.2048322,87.04750647,76.25789756,82.36442931,77.91825567,79.50813723,86.39686749,106.8953943,95.1018222
TMOD3,17.14107133,16.55331388,16.06419301,16.96405209,15.1983873,16.71518233,21.32788016,20.92319373,20.71357362,15.09773493
FAAP20,5.014802866,5.990613792,5.700418369,4.216137443,3.479733181,4.782808743,4.865922811,4.761218952,5.293354418,4.69471678
AC008764.6,0.551208193,0.711396967,0.946425087,0.701395317,0.893140456,0.692697963,0.721717016,1.082762497,1.053872654,0.511760865
QTRT1,7.514333642,9.318026215,12.43272066,6.46718032,2.753603815,8.834336884,7.52524503,11.75633846,9.408409715,8.705276124
SLC46A3,20.53776036,22.21853245,18.61121651,17.18453023,9.298263894,18.59809644,19.37722266,20.34959781,21.71223274,18.61931317
BET1,4.741000112,4.611153901,5.974533957,4.585858169,1.605310021,5.505069304,4.352617361,5.468157088,5.405418151,3.553673696
NPIPA1,3.322459082,3.12065559,3.408448224,2.307586325,0.620737594,2.757274865,2.315816328,1.416117053,1.737897846,1.280435953
TRAV36DV7,0.640702108,2.953210925,1.833477064,4.076367728,1.730250565,2.875586046,2.996052379,3.775677989,1.224978945,2.974250648
CENPU,2.881411948,2.233689021,2.123878494,3.035582317,2.888553053,2.351326172,2.572321284,1.993893305,7.074139103,3.344003887
KANSL1-AS1,3.972878234,3.877904838,3.343841367,4.460615505,3.576323914,5.244408977,2.841338198,3.902049725,2.680896543,4.990402522
TNIK,14.94299989,11.20404061,18.47314627,14.28804124,7.622493317,18.97545176,12.82000554,18.66863006,13.71360077,14.92799471
LYL1,21.93875765,22.11224965,25.81015271,25.78942525,36.93050356,25.53527784,26.46823522,25.85715994,21.88152515,32.45413814
NME7,1.037135136,1.654789752,1.217615175,1.015170977,1.041337696,1.611293755,1.417649408,1.56714628,1.868532067,1.259193069
AC080013.5,1.679601991,0.619347917,0.64086189,0.3053202,0.907171136,0.603068414,1.256665269,0.989794819,0.963385503,1.247520743
AGFG1,48.54956137,40.1317317,41.66582038,37.74371524,34.98047747,42.92085972,40.43928207,50.32779059,44.82100839,46.39282174
AC107027.3,1.116478306,0.726525602,1.252937585,0.835696465,0.413838603,0.884286178,0.737065117,1.48359974,1.067315372,0.853651899
NDUFAF1,4.086718036,6.122042626,6.57834324,3.714444181,3.56383823,6.648947443,7.285808897,5.519057487,10.62151396,4.505673322
TOMM20P2,14.08631522,19.47856555,18.60478389,16.7425704,3.901625977,12.15805977,11.14730747,20.75277641,14.50188851,18.61132044
RECQL,23.9014608,23.42500347,22.45390805,23.09566739,13.58316135,22.86345821,21.05529522,30.52980518,28.96512797,25.66528815
ZFYVE1,16.89393508,17.3446458,16.44807303,15.19629766,15.24695694,14.18497703,18.20865885,15.94962002,15.81617791,14.6716796
AC243829.2,29.53951816,11.37518752,3.923440537,18.35224665,4.375737494,14.09697133,7.693469583,6.977783038,4.289434469,20.1351893
DNAJB2,22.47573415,21.96996262,23.4354461,19.12515151,17.68582993,19.5141197,17.2510721,21.275768,20.63400653,19.89584698
XPO7,31.15712678,31.48862216,34.62669057,30.44657625,24.12946712,30.83851965,28.92355532,37.88776612,32.2120945,31.92723503
ZNF280D,4.368601377,5.27711218,5.891506366,5.168690629,2.356138555,5.510261935,4.208967565,6.898438714,5.976335815,5.262260422
MIR221,6.22063501,1.91153289,3.955865666,1.884658326,0.0,5.583865267,1.939262994,4.073155649,3.964477312,3.850302657
GPR171,15.88370128,14.29123754,19.39365897,15.01426967,7.892641574,19.16245685,11.52754103,23.83760451,19.19292916,8.966164405
MED15,43.64358507,51.54357965,53.54375144,41.34657687,32.08296623,43.91269918,42.68846128,57.89542763,44.87456607,44.39873292
AC010319.3,2.426488834,1.342140114,1.388761351,2.646541479,1.310572768,3.049344862,3.177090437,2.859875243,0.927856392,2.703403993
TNPO2,14.3752807,20.40164993,20.70793529,16.1036533,9.551948061,18.87503752,14.59758216,20.20642161,18.2092972,18.49832419
LINC00528,59.02883438,57.23979042,44.72325905,34.84000322,49.90491213,47.96264518,37.33081264,53.5167395,50.27177481,47.94161572
TRBV7-3,6.89440656,14.83002846,8.220627643,6.788567774,6.723425369,15.98738922,14.50783651,11.85011278,17.02628166,6.934424181
AC011944.2,0.333953075,0.0,0.637108672,0.910596263,1.503097123,0.899304801,0.624652795,0.327999357,0.957743421,0.620107309
CYLD,102.9521337,82.13364262,93.58611949,77.93820173,71.35745313,87.00812136,92.11873482,106.8236479,99.95048984,87.50863492
ADM,115.8598845,122.1818937,114.7286115,92.91162896,87.33957561,87.00422612,106.6135896,82.09379515,241.3983024,91.9021703
LMAN1,21.5689673,24.66412783,29.57123634,21.79000351,7.915254973,25.93844936,22.56190324,27.23713143,36.28117211,22.85126083
SLX4,4.190977109,4.01023995,4.832697851,4.050294902,2.053469446,4.238170404,3.646689454,4.376783137,4.234646367,4.950005335
KCNQ5,1.898238689,3.444294401,1.695744265,1.67054919,0.433972136,1.649834255,1.521693816,2.752204907,1.929867754,2.042135425
NUP205,14.15648163,14.59547288,17.27219919,13.76460864,5.630825484,15.36704731,12.26003032,21.84090088,17.93924683,16.92243636
GPR137,8.317842397,11.31934758,10.52509533,7.045844945,6.570745633,7.872728256,8.414217258,10.83716059,7.140189851,8.563126599
RNF144A,7.143282166,14.44170507,12.54837388,11.73163284,7.194265605,15.07787908,10.15331958,17.26197049,13.5222482,11.95086189
RPARP-AS1,3.062691913,5.052390818,5.343214313,3.406370084,1.632427211,4.991936086,3.618130251,5.462058547,4.545840593,3.704045577
WRB,1.883095565,1.615410778,1.596680099,1.901730681,2.04828653,1.385134946,2.764022362,1.798148062,1.650160835,1.772613825
AC048344.4,0.86561651,0.398991685,0.825702511,0.786764387,0.0,1.554016899,1.214339256,1.700368582,2.482500025,0.401834243
MGA,8.903403535,8.553218947,10.56369204,8.233301429,4.082963941,9.755129564,7.444590136,11.00382002,9.586079638,10.61772601
OPLAH,4.519683772,4.687366172,6.172967589,3.407747435,2.265442532,3.918722528,1.248883622,5.094883952,2.651316734,2.908751501
MT-ND5,4491.811142,5268.899887,8417.37043,5683.243348,2536.28378,5683.842751,3918.499207,6964.140812,5086.301869,5476.481809
AC005280.3,3.067224271,2.313468901,2.127849502,3.041257934,3.765092916,2.7532506,3.390154134,1.917072035,3.731842947,2.329950874
AC079174.1,14.62115066,8.087254534,11.15756983,9.302480199,7.89704104,5.90601134,9.57200324,7.898266563,16.07392244,11.53856726
AC119044.1,19.66944846,34.52171338,37.16414427,20.62810108,14.64161175,34.63292885,28.30101882,41.60968292,36.52184323,18.96417727
ADAT3,1.852716203,2.941483373,2.356382075,1.216182945,0.833893323,2.494596847,1.443945821,2.224060621,2.558304403,3.05800211
AC037459.2,5.260170592,6.035679169,7.739948156,6.103407729,2.569057021,6.831421687,4.2391642,6.265624613,6.044952526,5.143498029
SQOR,26.21366992,32.88798511,26.0406526,25.44705275,31.3465002,27.08076559,37.06425464,35.19173242,38.25632986,25.99379777
BST1,84.62813865,84.76797684,59.99384404,93.56193847,105.1340102,98.190273,81.75364204,81.24275029,107.0062934,71.54977782
PIGU,5.480904537,5.907731962,7.882482787,6.131235959,3.339820684,6.585038891,6.860904567,6.873920717,8.947554156,6.419543432
THOP1,3.688289185,5.525182655,4.690960498,3.575796959,1.909081205,4.607447556,4.168069634,5.765867147,6.023377132,4.223347747
ODR4,20.55217574,21.99224925,18.64297605,18.88360086,13.20762179,15.6333604,18.33086798,19.96576296,18.68356052,17.62555685
ATF1,17.16719414,19.61516435,19.83524162,17.43475441,11.82602824,20.11243815,20.27660495,21.0566315,22.34396224,16.08827877
MKNK2,347.1370898,330.2437592,272.6221079,269.5339358,278.4308207,244.035197,312.3992595,289.5443378,290.4638353,243.0388323
DNAJB9,83.48918987,101.986079,74.06727204,73.10662419,99.10195316,83.89731895,110.2736152,70.8790068,96.13623175,73.0085955
DDAH2,34.07353046,29.00870479,32.31823389,25.26702318,28.41330636,30.15239983,26.72128781,33.75048143,42.16975762,24.64486995
CDCA7,3.304811177,2.886249457,2.875896239,3.161856876,1.304798342,3.643091218,2.982343954,3.245892974,11.14064481,2.637662852
ANKLE1,1.853350675,1.53179716,2.682318552,1.97495717,0.862943683,2.581501174,1.314938763,2.448001924,2.199401815,1.364705201
LENG1,19.67312801,15.54515074,25.11538578,16.67103733,17.17683246,23.10315201,20.61252949,22.0827375,16.12015094,17.71588674
SLC8B1,17.0528243,35.16904188,23.30675878,20.64547404,17.80801424,22.80958359,24.11184707,21.54836555,24.61396818,19.08653282
C17orf80,2.739231658,4.374020144,5.085870612,5.246164502,3.346462169,3.336987178,5.62689863,5.7170928,5.564551578,4.632253465
SLC28A3,0.495553912,1.162852321,0.386757556,2.170167498,0.121660913,0.080877632,0.379196201,0.442471975,0.3875995,2.718710646
SATB1,34.91294121,40.38022418,47.44149799,36.64543188,19.0496474,49.86183486,35.1795805,48.59770365,53.62192654,36.80153654
AL670729.1,1.611943112,3.714993249,2.306423445,1.465105412,0.725523205,2.893875992,3.015108542,3.166410752,3.081925826,0.748292036
AC145422.1,1.677131988,1.932615973,2.399697922,3.048711998,0.754864217,1.129090403,1.568521539,1.647232064,2.004101583,1.167830769
ATAD3B,7.719784834,9.361086607,11.61218052,7.74520481,3.15388205,8.95511847,7.053242392,12.16061245,9.764112308,8.766179832
OLFM2,0.729887841,2.35500852,2.697900384,1.658499327,0.574904588,1.47414043,2.645154724,1.344141364,1.831588518,1.355306535
PDAP1,42.76686569,50.54534084,52.22639269,46.34628528,36.24177763,46.96685208,49.37395549,48.92822274,56.5332831,39.85169028
VAMP2,269.8231625,283.6452938,276.6481742,236.5446818,248.275563,249.0887465,253.4684347,264.3215354,240.2478144,233.9168754
SREBF1,15.16812372,18.77491893,15.55251296,14.35438396,9.077171706,14.81381607,16.23136561,19.66832009,17.37853068,13.02773639
ZNF211,16.24928406,22.44647455,17.6461785,12.81501562,18.00289935,19.92663887,24.12813844,29.16922294,18.73610935,20.79602312
RPA1,18.68908916,25.8049979,27.49369855,24.49849925,11.96347077,26.09599572,20.46960593,25.94300521,28.06968323,23.79097244
TGFBR1,33.86911752,36.77080931,37.21888563,27.65381097,27.77971136,29.26168034,37.05407964,37.33726012,38.89801948,36.22569277
BET1L,39.74473282,40.39027484,35.04336531,32.58685337,28.664544,30.11841839,36.06788516,34.7502938,30.38441828,31.91829232
AC104695.2,1.520092971,0.910860391,1.087500558,1.243460009,1.026273244,0.818694008,2.061395852,2.0155402,1.453157295,1.058480404
MYBBP1A,11.58283643,14.57609313,17.29216468,12.26562254,4.600984414,14.91911339,10.7295673,19.46617753,13.46311697,11.98292645
AF129075.2,1.075895992,0.661222069,0.684190603,0.0,0.322835011,0.643841907,0.670814243,1.056714909,0.0,0.0
SPEN,67.50933312,53.57182158,68.82976796,61.88384303,46.2194485,54.35621056,55.63393212,61.70768713,52.79680204,58.81969386
ALAD,15.12912108,20.45282208,21.60326639,17.35638831,13.49443818,22.10962223,19.23968503,20.02394617,20.41565516,18.28601778
TANK,81.19495276,61.77276657,64.34751912,57.78290136,71.83915161,58.02055377,69.47490494,64.04688642,73.16411258,61.56757484
LBX2-AS1,2.079514903,3.329589439,1.566021677,2.984343798,1.182282536,1.670158037,2.456647939,6.342317698,2.092574397,2.642002303
USP49,5.451101277,4.50534352,5.657963712,5.296233314,5.30181347,4.893104166,5.508281117,5.538536891,4.8916154,5.836623065
C2CD2L,12.59741588,12.59421409,17.47002307,12.64209828,12.25343825,14.57362983,17.77657745,16.74828921,15.02380318,15.39536164
AL671277.2,1.145029871,0.21111307,0.436892794,0.208144996,0.618442973,0.411127965,0.428351264,1.349539522,2.189219399,0.850468458
ZNF300,2.016664716,3.241502157,3.304775556,2.678940763,0.698219453,2.413640847,3.143443756,3.199611046,2.026727803,4.272779757
CD37,263.1722787,289.4035988,349.3920189,246.8716704,237.4464308,279.4840198,296.8316753,416.228346,316.3006917,326.3272615
TXNDC9,16.11857249,12.76844235,13.05744722,13.32512332,13.63473492,13.88695659,17.49881842,16.14942572,18.11890022,10.82897622
TSPYL5,1.269705803,1.03003999,1.114266325,2.400410961,0.594344215,2.005930965,2.944950706,0.947772802,2.087728533,2.499138777
ETAA1,7.196420894,6.887140559,7.446335371,6.43001076,2.799860005,7.116691026,6.245567584,7.637166842,7.63744894,7.445805874
FBXL8,1.74949147,2.822397555,4.241588146,3.246503157,1.771723493,3.075379081,2.522467365,4.796925077,4.041764981,2.707147921
SLMAP,19.73436766,15.0563448,15.5178317,16.41266034,16.64703173,16.15125233,18.06433006,16.94388987,17.2932703,16.55572988
CREB3L4,2.357925055,3.0431709,3.673693304,2.500322038,0.919779418,2.116558164,1.543658689,3.010654331,4.883875393,2.481070286
MLXIP,28.07539265,29.65715435,30.21667508,28.71698521,14.06525192,29.15812732,23.6115198,30.06257907,24.96808829,24.05050964
EXOSC5,8.670085833,11.83529501,13.83685469,11.06272395,4.202518916,11.52420536,10.29170273,14.57463224,14.0263671,9.442810975
CCNA2,2.934681277,3.45688221,3.110401881,4.371491257,1.247495404,4.317284439,3.049591556,4.163411421,16.91066359,3.178770242
RNA5SP371,0.0,0.0,3.481161786,1.658499327,0.0,1.637933812,3.41310287,1.792188486,0.0,1.694133169
EIF4A3,26.21543132,30.06421567,24.63227434,21.58018094,23.88134778,22.158043,31.16100671,28.0993076,28.70016912,23.71990479
UBE4A,28.96215154,26.12370146,31.99402607,26.22930809,23.04264347,25.49931173,29.06535291,28.88868301,32.79314833,28.59622594
ZBTB22,21.08394499,23.4314682,26.31221573,18.78461057,15.3786002,20.49661419,19.56267858,24.14576193,20.79286511,17.56340105
CCDC62,0.712940233,0.516399821,0.680066212,0.555425093,0.412571468,0.685672225,0.619144024,0.950312046,1.314411433,1.134717461
CALM3,176.5877745,195.1879943,176.8704541,151.1170133,176.9910594,187.7683191,209.0723295,221.0911552,220.7814929,170.8801489
AC100788.2,0.868462947,0.800607406,0.903728397,0.574073841,1.066059538,1.204779976,0.443029968,1.31824179,1.132119689,0.439806119
ZNF319,37.35680048,37.68501668,27.13294384,24.7862996,27.0465341,25.67654782,25.85381502,23.32486769,31.12031208,24.22879971
FKBP5,66.57273485,61.90539192,38.97800645,73.90917799,52.00693418,35.73540671,49.87745008,50.06171967,52.41890989,43.23801488
CABLES2,13.13701696,10.27733007,9.657119881,9.749434617,5.641637773,7.951660182,7.94662326,8.878080345,8.237942949,10.91003857
PDCD11,6.30279842,8.331811761,11.17356738,8.998310021,2.997417037,9.420467862,6.895606684,10.51205446,9.407365677,7.977132525
SRA1,45.73888581,41.11259195,34.46821703,34.36893113,33.73682904,35.4499809,33.22900872,38.52466415,43.72482265,31.61533851
ZNF266,39.17720659,29.64877121,42.81306532,25.31385623,16.81541516,28.67977491,41.30410991,51.18047996,54.62266684,27.30953969
S100A12,605.2613734,991.080537,470.1362824,969.8801476,770.9140311,902.5521879,1586.916901,1200.027239,1281.752299,1292.43149
EMID1,0.234950505,0.433186275,0.268940187,0.256257622,0.084599533,0.126540004,0.395523355,0.323066528,0.269525652,0.305390713
GTF2I,5.872261838,6.213369758,7.410904669,6.71293853,2.77930012,6.30364689,5.624085725,7.194599004,6.404614326,7.213143304
RNU4-9P,1.640934895,3.025447739,0.0,0.0,1.477144367,1.472962061,0.0,1.611680293,0.0,0.0
KDM3B,63.25207846,59.69897878,64.2878423,57.77990859,55.71266148,56.38720312,58.83071591,63.77499994,57.97393367,56.14291038
IRGM,1.004359095,1.944359743,1.628680932,0.91286841,0.452054309,1.803097547,0.375726868,1.183744046,0.192026642,0.932481929
MACF1,29.50573255,27.74230642,39.09887551,29.65240794,14.73181288,27.73680228,20.01288564,33.87930871,33.01282023,31.9789
ZNF185,53.89407181,33.34059756,27.26439834,37.18009453,42.92498035,27.69884953,44.46360892,27.42100525,30.35972339,44.22807136
