gene,H10,H1,H2,H3,H4,H5,H6,H7,H8,H9
RPS12P24,3.5362783,2.71664881,3.373218785,4.821218974,4.774955047,2.116193555,3.307270223,2.894361249,3.380562049,2.188802544
AC005070.2,3.509076159,0.808725453,5.020906422,2.392066337,3.94852052,6.299745429,0.820457421,1.723258159,3.354557726,2.443461302
RNA5SP449,59.65429471,46.9060763,40.16725137,25.51537426,45.80283803,37.79847257,55.7911046,70.65358453,53.67292361,47.24025183
AC020612.1,0.843216083,2.331999459,2.010837446,1.916011237,0.759050155,1.513802044,1.577219441,2.070458047,0.80608596,1.5657423
AC006238.2,19.93018984,13.2693788,12.04042608,19.32232226,15.34939433,10.13769713,16.56846053,17.18238961,17.57071741,13.77511193
RN7SKP1,8.172604085,4.794398453,4.960939027,13.50569484,12.70729079,2.667644644,4.863949529,1.459436878,4.971738649,6.208142721
AC025278.1,3.100251753,1.224865735,0.422471091,4.830580564,3.986855671,1.192670251,2.48526908,2.174986026,6.774252495,0.822394742
AC008074.1,20.73545003,3.921093107,6.085947178,1.449737174,16.75129918,0.954506883,7.955950745,0.0,3.049597933,5.429914004
MIR5690,40.61875828,34.56470431,11.92178694,28.39896108,39.37702656,11.21872474,20.4552398,3.0688159,29.86934961,26.10821665
AL138831.3,1.407962657,1.44217159,1.193814055,1.706275028,1.549076637,2.387249211,1.755711353,1.690164038,1.34596452,1.742935359
AP003498.2,2.788872756,1.469125714,1.900197481,5.250707476,10.04200153,2.145764819,2.980875869,1.173922589,0.761733632,0.369898072
AC064847.1,0.901541306,2.908854397,0.0,1.229124995,0.811553625,0.809255836,0.843157824,1.328202929,0.430921447,2.092555792
AC005486.1,2.111943985,0.973465823,2.014561219,1.919559406,2.851709264,3.791513453,0.987587636,4.148584458,2.018946779,0.98040114
AC079781.3,0.640702108,1.771926555,6.722749235,1.164676494,0.0,4.600937673,1.198420951,1.25855933,1.224978945,1.784550389
AC130456.3,8.647960203,12.95493854,1.374866424,8.515201916,20.43499719,9.056506067,12.13188224,16.63366091,8.956086187,13.04723412
RAB5CP1,0.78651707,0.7250642,1.875625962,1.429740799,1.77002644,1.412011907,0.735582515,1.931237592,1.879709071,1.460459629
ARL4AP4,2.201640448,1.217771918,5.040292161,2.801519133,1.981882886,4.743051578,2.47087563,2.594867499,1.683754843,3.270527353
AC099811.6,1.949486755,1.797167674,2.258079608,1.139079208,1.12814872,2.124914133,2.474395395,2.46179737,1.597408441,2.197822335
RNA5SP39,60.82398676,64.83282384,39.88831213,41.46248317,70.1520479,68.24724215,49.77441685,134.4141364,90.85260507,79.4124923
PCP4L1,2.271165935,1.345958436,0.77372906,2.801519133,3.066702993,2.184300069,2.124086068,1.752673661,1.705909512,2.560478652
AC008781.1,0.734589212,0.338596808,1.051075418,0.667672837,0.991898875,0.989090466,1.717543715,2.164478847,1.053363537,2.728072736
RAB11FIP1P1,13.85109233,11.45617895,13.95329462,10.47151249,8.156989042,10.57406192,10.77490619,13.60415494,10.76618839,12.49927991
AC013437.2,2.69530222,4.348243206,1.285510261,1.83733308,2.729553328,0.302425002,1.260377721,0.330906294,1.61038591,2.815213907
MIR1284,1.900749586,7.008953929,0.0,1.727603466,3.422051117,3.412362107,5.332973234,7.467452024,5.451156304,5.294166153
ALOX15,12.4631994,22.05226104,18.66369054,28.98963277,56.33717527,11.96933125,21.30682608,7.502551681,13.45173706,5.972267341
RF00012,0.0,3.893863294,2.014561219,2.879339109,3.802279019,0.947878363,7.900701087,0.0,1.00947339,2.941203419
AC011462.5,2.539977176,4.214738443,1.453714554,1.385160908,1.371869045,4.103954428,2.3754891909999998,2.993633328,1.942505587,0.943281275
SIGLEC8,2.589479096,3.381803693,4.459861165,7.12615999,7.122528343,2.840944801,5.381745301,2.684609053,2.956792445,1.736339577
HBA2,42140.9284,36879.13239,20244.51326,62441.14599,99664.36294,48104.40285,49543.90171,22200.81613,15332.84371,69224.64734
LINC01629,3.140653361,5.066713684,3.744795381,4.281839915,3.533959846,1.409581593,4.038740487,3.084661765,1.501179017,7.289729643
AC008533.1,50.96982131,19.5780836,16.206526,24.70762498,73.02924731,41.5583765,56.80559944,57.57030052,33.70174847,62.70185612
RN7SKP296,129.0948986,64.12884533,33.81627101,40.73293801,86.10322166,34.22369034,55.67561499,55.18468944,37.72647765,49.06030805
AC138819.1,2.646055109,4.390760002,2.524044218,0.96200657,1.42916288,1.425116425,1.484818534,2.079104972,1.011815555,0.491337926
TSEN15P2,3.822736598,4.111397556,0.607744725,1.158169921,4.014696842,0.0,0.595862931,1.877292408,0.609067744,4.140688612
AP000346.3,1.086142621,2.002558265,3.108180166,0.98720198,1.955457781,0.974960602,4.063217702,2.133557721,0.0,4.033650403
AC134407.3,2.985749701,3.342278171,3.458377183,2.713767015,2.495745555,3.254426694,2.592936963,5.550840915,1.631014509,4.059108224
SEMG1,3.796811751,3.759426583,2.280354129,2.428443836,4.810281472,2.272103006,3.419415637,1.243040719,3.629623187,3.916769041
AP002336.1,7.026467665,6.975736138,4.640174181,6.386401437,8.271308388,8.733059422,7.076931306,5.308615183,5.683670081,15.55631761
PHBP19,0.605013131,0.278870846,0.865673521,1.099800615,1.63387056,0.814622254,0.565832704,2.07979433,0.578372022,1.123430483
MTND3P9,2.636878039,1.215425537,2.515290308,3.595012992,1.186838538,2.366956375,3.699172185,1.294933877,1.260382961,1.22408466
AC092490.1,76.06334457,38.47389805,16.42057446,61.03845153,149.2849153,67.82799626,31.91827771,46.29885787,19.99634344,15.61070494
AKT3-IT1,1.323539364,2.846963878,2.525020638,2.806937932,1.191429789,1.18805644,1.237827443,1.299943292,2.108764528,0.409606666
ATP5MC2P3,16.10046708,24.73748446,25.08484228,32.1943987,17.39207156,21.67853574,23.59056395,24.77437024,23.08725023,39.86195692
AL032821.1,93.04185583,42.34325007,48.68233995,61.01621878,126.1623665,41.9350524,91.4223983,82.1291195,107.7095945,70.71037754
HMGN1P15,2.319558817,0.712774976,2.21260283,1.405507904,2.08803119,1.388079501,0.723115015,0.0,2.217419514,2.871412151
AC107909.2,5.089228101,4.265083527,3.089266291,2.523071998,3.748291285,2.907083337,5.192347165,4.544088452,3.09599141,3.865922546
AC024257.5,2.147739646,1.187958293,0.81948253,2.732932036,1.160017328,1.542310557,0.401730564,2.109449724,1.642532973,2.392843459
ITFG1-AS1,3.643609431,3.023031247,1.737800412,3.311699934,0.98397636,1.308253843,2.044590377,8.588762711,3.134850271,3.044568395
AP000787.3,5.200748054,2.054742194,2.834822301,4.726993196,2.675219115,4.668378127,3.474249664,4.378310633,5.681987027,3.448968178
AC108463.3,4.463298624,2.695751511,2.789392457,3.497173007,2.632347013,4.144569361,2.734858069,1.662792961,4.119632295,2.429172054
SLC12A1,1.598885858,0.769734796,32.96041199,1.11414882,0.89555976,0.861130402,1.163044244,0.366422212,0.577426012,24.18022457
AC114781.3,8.03133628,8.884589488,3.06440298,5.839786362,10.12155964,1.441843144,3.004491963,9.465784255,10.74875891,10.43920087
SFRP2,0.685641133,1.158794988,0.654025887,0.934775422,0.617203608,0.307728046,0.748112478,0.112236253,0.109241609,0.636573085
SNORD121A,11.12633904,10.25700575,2.653324532,2.528200193,5.007879684,9.98740129,5.202900716,13.65997321,10.63640255,0.0
RNU6-665P,6.395045337,3.93025454,0.0,0.0,7.675628674,1.913474079,3.987269708,2.093678137,0.0,0.0
AC053513.1,6.181299468,4.843586049,6.485904411,5.899133785,3.338586456,5.548556272,1.734300239,6.678209127,3.840923141,6.025880175
AC009120.1,4.822197682,4.889967858,5.519812557,11.83390112,5.643128692,11.68715986,8.568836486,12.78781425,5.531828808,7.611063392
MTCO3P5,7.347435376,4.122914076,2.437788365,3.484242283,5.176211774,1.433765591,6.572852165,2.196309419,2.443095263,2.372735531
AC026367.2,2.474755338,3.422093238,3.540964746,1.124660484,3.712894521,2.22142922,3.471736644,2.835741275,3.154376162,3.063531951
Z83843.1,13.9267948,9.700316157,15.17399218,13.895839,10.58653534,11.89002156,11.05669349,12.70581389,13.0176867,14.71160418
AC009093.7,2.797505524,2.922785367,3.024312672,3.220716191,3.69346482,2.176322521,2.965185445,1.83175438,1.248016161,2.424148034
AC025034.1,70.51992036,29.98570588,29.50137107,25.68686859,25.92038719,29.67618244,27.17915056,33.78029145,25.23270481,45.7940731
FABP6,13.91270316,13.36759255,5.794459588,11.22051735,10.40726886,4.045583942,13.56151269,5.003962696,10.30287274,8.732645202
AC022784.5,3.854054461,1.937959612,2.005277526,0.636904503,6.623324743,1.5725171,3.276788469,2.408855491,1.674702398,0.975883162
AL353729.2,7.304722189,3.535341053,2.090369367,4.647516128,4.767309002,1.147471645,4.95296153,3.766609107,1.745766631,6.273311375
FAM238A,51.42999797,41.43698702,45.07003687,41.80452016,32.74630033,48.41738352,40.66942008,54.20918426,44.36871493,46.39067683
VDAC2P2,2.278367984,5.600939877,4.588101688,4.141646488,2.050951835,5.226481363,2.367579682,3.48094323,1.936037755,2.82042148
MIR3682,24.43820897,22.52878049,12.95075069,24.68004951,12.22161113,19.49921204,22.85559957,42.67115442,15.5747323,27.73134652
AC103703.1,4.472351968,6.025797496,5.250621095,5.315702971,4.025942491,8.646709412,5.147968129,8.447343918,5.262051335,6.388134122
RNU6-237P,3.212534512,5.923059658,12.25761192,8.759679544,5.783748367,8.651058864,3.004491963,6.310522837,6.142147949,0.0
RF00019,8.772690399,0.0,6.276133027,1.993388614,5.92278078,5.90601134,4.102287103,8.616290796,2.096598579,6.108653254
MIR4257,42.4353396,19.55987143,40.47862542,12.05304743,7.162432571,7.142153248,27.28497934,28.65417637,40.56674459,14.77441717
RN7SKP198,2.981567979,7.558675806,0.0,0.677491555,7.380894567,4.014543656,2.788482737,4.392618837,0.0,3.460239316
IGBP1-AS1,6.312452501,6.207191672,6.02138224,5.354933251,7.197672092,7.177292993,3.935773604,8.679879658,5.632191016,6.642127277
RNA5SP141,5.702248759,3.504476965,3.626210193,1.727603466,8.555127793,6.824724215,1.777657745,1.866863006,5.451156304,1.764722051
RF00026,4.751873966,0.0,0.0,2.159504332,8.555127793,4.265452634,4.444144362,2.333578757,4.542630254,2.205902564
RN7SL165P,1.567628525,2.16771771,1.49534441,0.0,0.70557755,1.407159632,0.0,0.769840415,2.247899507,1.455440867
AC090772.1,4.498815589,2.903117012,4.720510311,3.271201828,1.214929391,2.422979011,2.524484371,2.209305332,1.720286013,1.253057078
AC104564.1,35.48065895,15.57545318,24.98055911,28.40947921,37.26233439,14.40775112,25.28224348,17.42405472,23.41978264,22.74530644
AC093642.2,2.278526039,1.619133998,3.26019314,0.862902876,0.940084802,2.215727321,1.109879965,2.564265523,2.359709701,1.674741426
RPL11P3,98.99888859,51.05949229,32.44868777,49.94524742,73.80637974,38.36460648,32.63004656,41.12095952,55.86653498,48.58890542
RF00019,36.13306144,14.57307253,12.92510564,28.73637448,20.32901654,24.32574968,23.23275468,33.27082585,15.11211649,35.64389093
UBE2Q1-AS1,10.55971992,12.65505571,11.58372701,10.07768688,12.83269169,6.635148542,7.406907269,15.03861866,12.11368068,17.64722051
AL451139.1,0.65921951,1.823138305,5.030580615,1.797506496,2.967096344,0.0,3.699172185,0.647466938,5.671723323,3.060211649
AGAP6,1.481103574,2.048070953,2.197703148,1.720124663,0.444422223,1.403352382,0.615639046,1.697148187,1.022583434,1.14592341
AC012676.5,11.78367519,7.851462458,13.0209696,11.66463721,7.246696484,12.5672671,10.80233965,11.11523549,10.48406532,13.32342582
RNU6-539P,2.214465538,2.041442892,4.224710905,2.012741902,1.993427835,7.951135008,10.35528783,10.87493013,4.233907809,2.055986856
AC092620.2,13.69860049,8.672439377,9.997004947,10.05060193,14.26267325,10.14819701,11.73099756,10.37446301,10.33431948,11.10932116
AC004233.1,3.001183557,2.420855798,1.07354907,1.704871841,1.350809652,2.357223824,0.701707004,1.842299019,1.434514817,0.69660081
HBA1,13393.66041,6583.29638,10484.91535,14976.89445,20757.79323,7472.950415,16935.22374,4508.37355,4195.627705,12910.91787
AC009318.2,12.61326914,4.198912492,8.021110105,8.916663048,8.515703241,4.08854446,12.77947503,9.635421966,6.698809591,11.71059794
ALG13-AS1,10.52722848,22.64431269,17.85211172,11.69454654,8.423510443,27.29889686,10.93943227,28.72096932,23.48190408,22.80563881
COX6CP14,0.0,1.208440333,1.250417308,0.0,0.0,3.530029766,0.0,5.149966913,7.518836282,1.21704969
RF00019,14.87543155,20.5697561,30.74395599,33.80093737,8.927089871,28.93089613,23.18684015,17.04527092,28.4408155,23.01811371
AC093281.2,15.66446895,10.21405346,9.839967359,13.19576516,9.973817327,11.31738186,12.50613489,7.129728063,12.41804451,9.222668006
RPS27AP10,5.482931499,5.054534084,2.092044342,1.993388614,2.96139039,0.984335223,0.0,4.308145398,3.144897868,2.036217751
ATP11A-AS1,0.208111269,0.671478251,0.694803048,0.378307328,0.562015694,0.280212217,0.486585149,1.022005295,0.497368276,0.386435486
AC069287.3,9.293987791,6.782858641,3.324539057,3.519735414,2.788768313,9.037835123,7.243427143,1.141036812,6.293355326,2.516751312
AC009977.1,7.202840538,7.008953929,0.0,5.819295884,2.161295443,0.0,8.607605921,0.0,5.738059268,7.058888205
AC079741.1,3.227687977,0.991833103,2.052571808,4.88944377,0.968505033,0.965762861,0.0,3.170144727,5.142600287,0.998899274
AP001160.4,2.985470555,2.201765632,2.278247242,4.341621275,2.14997976,3.751811741,2.792132583,4.105143783,1.712405122,2.77181474
RN7SL146P,2.303938893,2.123925433,0.732567716,0.698021602,2.765293832,0.689366082,1.436491107,1.508576166,3.670812326,2.852076042
RNU6-484P,4.263363558,3.93025454,10.16694447,5.812497641,1.918907169,9.567370395,9.968174269,12.56206882,8.151261764,11.8747652
MIR5010,0.0,5.256715447,1.813105097,8.638017328,0.0,3.412362107,5.332973234,7.467452024,1.817052101,5.294166153
AC068587.2,18.39435084,45.21905761,32.75286626,42.35414948,14.35053694,29.72057319,30.96565104,34.92840463,18.75666685,14.80089462
RNU4-90P,3.235318445,8.947600761,9.258409005,8.82180493,5.824767859,4.356206946,9.077401249,7.944097897,6.185709282,4.505673322
RNA5SP390,4.036990272,7.443136916,0.0,3.669246299,0.0,1.811873685,1.887778136,3.965018774,0.0,0.0
ATF7,1.695836062,2.501336718,2.911752423,2.312034378,1.450237276,2.131140647,1.506713627,2.165283486,1.945394071,1.653196866
CHMP4BP1,11.24933429,15.73438637,9.250536208,8.814303396,7.33296668,13.57980839,14.87427909,11.81076596,12.23728966,11.88486279
CYP4F35P,1.268928792,3.143793661,1.966929034,1.585839064,0.928094531,1.708554045,1.260925521,1.947353622,2.577737335,2.945294105
AC136475.6,7.103147243,4.365438433,3.764232035,2.152031999,2.841841758,4.959142163,4.428766699,2.32550409,1.508970603,3.663782805
AC019227.1,1.788940787,0.412291408,1.279838892,1.219484799,2.012971245,0.802908731,1.254817232,1.757047535,0.855083342,1.660914872
AC130371.1,4.358406695,2.678581119,0.692906406,2.310807183,3.26947559,2.608174859,3.057118414,2.497077906,1.388829632,2.023248212
AC007000.2,4.683571876,0.863526151,1.787044038,2.97984992,2.529647643,1.261242668,4.818292039,3.680058492,4.925069351,4.7832302
MARCKSL1P1,5.059296496,1.554666306,6.434679826,11.49606742,2.277150466,1.892252555,5.914572903,3.726824485,2.41825788,5.480098052
AC005070.3,18.87819317,8.979725555,12.66295623,10.26376662,13.81236052,11.14240688,15.55954398,14.13905315,8.899847028,16.56677844
AL713922.2,2.867052449,2.643041286,3.342595988,3.184967283,0.28676406,4.861186242,1.787588793,1.877292408,3.045338718,4.140688612
RF00279,3.167915977,0.0,0.0,0.0,11.40683706,5.687270179,5.925525815,0.0,0.0,2.941203419
C9orf147,1.460412953,1.591089658,1.266429637,1.810061838,1.314641291,1.430093549,1.490004163,1.955968225,1.649942537,1.3558982
RNU6-534P,4.303583969,3.967332413,4.105143615,7.823110033,1.937010066,9.657628606,2.01244273,0.0,0.0,0.0
RNA5SP498,60.82398676,40.30148509,30.82278664,44.9176901,41.06461341,27.29889686,23.10955068,26.13608208,50.87745884,33.52971897
LY6G6C,4.770805735,2.513170732,2.600469461,3.09729705,1.227030281,1.427482156,0.849876213,2.008179329,1.954597878,1.054614772
AP000346.2,3.776323682,6.730452449,3.362049186,3.889968068,3.399388527,4.51968491,4.709027138,4.450799219,2.647360678,5.8434505
HBB,70816.85704,61138.82563,28598.28466,114723.7339,179530.3015,86406.50393,68193.35038,39019.09753,32374.35041,119523.596
LINC01355,0.628346971,1.27435526,0.879081259,0.533034678,0.226251314,0.827239299,1.018602785,1.069717645,1.04117586,1.011190597
AC115099.1,3.780496415,1.161705071,1.202058628,0.572686232,1.701572379,1.696754639,0.0,1.856548846,1.80701314,4.094935146
AC007278.1,62.90951156,80.01933084,30.16831992,17.02867621,10.83090783,31.32070118,19.77259104,40.1790561,75.91361606,75.96150984
RNU6-610P,4.263363558,1.96512727,4.066777787,0.0,0.0,5.740422237,5.980904561,6.281034412,4.075630882,1.979127534
FO393419.2,1.06584089,1.473845452,1.52504167,0.484374803,0.959453584,1.435105559,0.996817427,2.093678137,1.528361581,0.989563767
RN7SL552P,7.437715773,0.0,4.729839383,3.755659708,5.951393247,3.709089247,1.545789343,8.116795678,6.320181223,3.836352285
RNU6-1053P,29.35811242,31.22801256,28.00439555,38.99936536,10.16450827,44.59720774,31.68102911,42.14304607,32.38310676,31.450492
AC093281.1,5.816501467,0.766005894,2.37784275,1.510472975,1.869973288,1.491742998,4.274149769,0.408057488,3.177358866,1.542926384
LYST-AS1,6.129096555,2.017932993,7.099298267,4.774950078,5.123224321,3.929783617,5.322737201,7.309789889,3.766633915,6.096928392
AC008735.1,4.55042295,4.981426109,6.782188641,4.911391398,3.328179391,3.318756164,5.585657751,5.586622462,4.078171799,6.337156493
RF00019,4.036990272,7.443136916,5.776264025,5.503869448,0.0,5.435621056,3.775556272,7.930037547,3.859225702,3.748082233
AL157392.4,1.983390873,2.437897019,5.675807259,1.80271666,1.190278649,1.780362839,1.236631475,1.948030963,1.896054367,2.455265462
FERP1,2.876291934,1.590935318,3.566764125,0.784284045,1.55351627,2.581862881,2.421021897,2.825013376,2.199709984,1.869314657
AC093783.1,27.73130096,14.06051548,13.22629858,10.08206278,26.21145537,12.44630556,22.69350312,12.25660818,27.1729372,28.32137517
AC012254.4,1.670988647,0.0,0.796969273,1.518772277,0.0,0.749969694,0.78138802,1.641198247,0.0,1.551404001
AC098869.2,6.615137772,5.122553336,4.795684015,3.848026281,6.193039145,6.17550451,11.63107851,5.977426794,2.276585,4.422041335
RNU6-1206P,6.643396613,6.124328676,6.337066358,4.025483803,0.0,1.987783752,8.284230266,0.0,4.233907809,4.111973711
CDCA4P1,2.924230133,5.728471961,3.486740571,4.319008664,1.645216883,0.984335223,1.367429034,6.821230214,3.494330964,4.751174753
RNU6-850P,2.214465538,2.041442892,4.224710905,6.038225705,3.986855671,5.963351256,2.071057567,4.349972053,0.0,2.055986856
AC244093.5,4.765110384,4.099945195,2.12118145,2.887359552,2.001756921,3.421867294,2.07971101,3.120105302,2.429484704,2.654456567
AC025188.1,7.222848428,2.453133875,6.889799368,4.837289704,4.448666452,2.729889686,6.044036332,8.960942428,5.451156304,8.470665846
AC092580.3,8.204674474,6.050895478,9.391623523,17.89747475,0.0,5.891848243,4.60400567,4.835040879,4.70603422,1.523501051
AL353804.2,0.0,3.635768609,0.0,1.792326362,1.183418254,2.950168969,1.229503916,1.936803119,1.256750733,0.610278519
BANF1P1,2.601786506,2.398501345,1.654544575,1.576520273,2.342088217,0.0,1.622197181,0.0,3.316292809,0.0
AL118508.3,16.29213931,4.648795973,7.770450415,14.8080297,17.28485003,7.660404731,3.265085653,8.191337679,7.972779629,10.80442072
AL137159.1,4.454881843,2.464085366,2.549679042,3.239256498,3.609194538,3.199089476,2.916469737,6.563190255,3.832844277,2.895247115
AC004812.1,0.0,1.440196013,1.490223367,0.0,1.406322377,2.804681184,0.0,7.67203975,0.0,1.45045648
HMGN1P32,3.563905474,0.821361789,5.099358085,0.809814124,1.604086461,1.599544738,4.166385339,2.625276102,0.0,4.136067307
MIR3942,2.092568352,3.858139778,0.0,9.509743847,1.883697863,0.0,3.914108796,10.27631012,8.001697328,7.771253069
RN7SL862P,13.01184281,13.40638839,11.68175096,13.21790571,8.268042968,4.12231664,10.73753,17.29040905,8.780385994,10.65939494
AC018638.7,9.213687403,7.927542146,4.101458567,6.513406244,6.450904261,4.227163113,7.468077419,3.619770281,5.089050769,6.463254909
AC068491.3,1.881930284,2.081867504,2.513214986,0.684199392,2.032901654,1.689288172,1.408045738,2.218055057,2.878498379,2.795599289
MIR6826,0.0,0.0,2.22012869,0.0,8.380533348,2.08920129,4.353447538,6.857864103,0.0,2.160884144
AC005042.1,1.42556219,1.051343089,2.175726116,0.25914052,1.026615335,1.023708632,0.799945985,1.120117804,2.180462522,1.323541538
AL121839.2,2.989512528,4.027902373,5.891351143,3.583103832,2.040514421,6.281144712,4.762269055,5.67883432,5.998391785,4.148100803
AC099811.4,34.02954905,26.28357723,25.44195862,21.3163976,29.39100355,26.00550154,22.79415979,28.45460549,25.05773463,21.34744417
AC145423.3,2.442076556,1.801015999,3.261259703,5.327085633,0.439663955,3.068933801,1.827142864,2.878247033,0.933816926,4.081155921
AL358334.3,9.805736184,10.2186618,4.880133345,5.037497956,6.524284373,5.740422237,6.778358503,5.443563157,7.743698676,4.749906082
AC105384.2,1.069171642,1.971268293,1.699786028,2.267479549,1.924903753,0.319908948,0.999932481,1.750184068,0.681394538,0.330885385
RF00012,2.083013245,3.840522701,3.973928979,4.73316018,5.625289508,5.609362368,4.870295191,4.091754533,6.96951491,6.768796909
AL353608.2,2.683411181,2.473748446,3.839516675,6.707166396,7.246696484,3.61308929,5.019268926,1.976678477,1.282625013,2.491372308
MIR6763,3.509076159,6.469803627,13.38908379,0.0,0.0,12.59949086,0.0,6.893032637,6.709115452,3.257948402
AC233280.19,10.06279193,1.546092778,3.19959723,3.048711998,1.509728434,3.010907742,0.0,9.883392384,6.413125064,6.228430769
ZBTB12BP,1.423021081,1.686646667,1.551319869,1.847704241,1.097984316,1.094875542,0.760495292,2.395973911,1.166022739,0.754961305
RNU6-355P,0.0,0.0,8.36817737,0.0,5.92278078,3.937340893,4.102287103,2.154072699,0.0,0.0
AC021594.2,0.86561651,2.792941793,0.0,0.786764387,0.779214676,0.0,0.0,0.425092146,1.655000017,6.027513647
AC011337.1,1.306514639,1.584780056,1.180677422,0.81249967,0.928503469,1.172774435,0.900351224,1.350760089,1.577663567,0.957642355
AL352979.3,0.923441095,4.256449755,0.880860776,1.678643043,0.0,0.828913872,0.86363939,2.720933936,0.882778349,3.429419371
AC019226.1,4.428931075,4.899462941,3.802239815,2.817838662,1.993427835,4.373124254,4.556326646,0.869994411,3.387126247,0.822394742
MTCO2P33,6.867224312,1.808762304,1.871592358,3.566665219,2.649329897,1.761219152,0.458750386,2.408855491,1.875666685,1.821648569
RPS4XP1,3.477864554,3.206128862,1.658749263,3.161053355,3.39161356,2.601546715,2.981586052,4.554481539,2.493540368,4.574374821
PPIAP53,0.932883233,1.719988694,3.114536363,2.967662395,0.419883573,1.256084211,4.798585323,2.748755346,2.229511781,1.732242504
AC009093.2,2.383576652,2.535393302,3.760298352,4.1662463,2.558285803,3.620834391,2.057738868,2.160998978,2.36625756,3.149262824
RF00019,2.111943985,1.946931647,0.0,3.839118812,1.90113951,1.895756726,0.0,0.0,4.037893559,3.921604558
SNORD63,6.708527952,0.0,12.79838892,18.29227199,0.0,12.04363097,3.137043079,13.17785651,9.619687596,12.45686154
HBG1,0.687432038,38.40349079,2.622936849,0.374886828,0.990105206,0.740476407,11.18670696,0.810211793,0.0,0.765882988
AC015849.3,14.48932062,15.94249767,28.08826748,20.81620569,10.51859975,15.94300329,17.9222871,17.90352227,17.42582753,14.3202855
AL512770.1,11.17731629,6.869333333,5.894397446,8.259458799,8.098399855,8.646463348,10.53846504,7.764960072,6.51532626,8.690025718
ATP5PDP4,20.16795351,15.05080633,16.94776133,17.02144046,14.69680901,15.51726769,10.32912711,24.05305599,16.06656595,18.72462976
AC111000.4,7.992573467,7.507110985,9.99755141,15.2828657,12.21757093,2.571962183,10.57779815,5.924590035,8.073117436,6.650522771
AC020917.4,24.07552753,22.72037092,20.89741942,22.29723332,21.466994,20.38199278,21.55598986,13.89640897,17.67058172,22.03474857
AC020978.7,2.641677122,2.644013064,2.447871871,2.675441502,2.377997136,3.387520292,2.117659788,4.22546094,2.308894795,3.643899934
NDUFA3P1,0.905118851,0.0,3.453533518,3.290673268,1.629548151,0.812467168,1.693007376,0.888982384,1.730525811,0.840343834
AC008735.2,34.96566084,29.2352089,39.17082669,29.19372701,26.35162358,29.19668113,27.75807815,29.15101592,23.32045478,38.50302657
AP001010.1,0.847918031,1.954169311,0.808820118,0.770678126,0.381641389,2.283364979,1.189510758,2.914804693,4.052904316,4.329801315
RNU6-1201P,6.395045337,5.89538181,2.033388894,0.0,0.0,5.740422237,1.993634854,0.0,4.075630882,3.958255068
MIR4480,6.425069024,5.923059658,9.193208941,5.839786362,2.891874184,11.53474515,33.04941159,0.0,15.35536987,5.965257638
AC097460.3,3.09624367,4.281487694,2.953474366,1.87613046,2.322659129,1.852866303,1.930488048,3.547884446,0.986634625,2.874660355
RNU1-124P,3.146068281,0.0,3.001001539,0.0,1.416021152,1.412011907,1.47116503,0.0,4.511301769,2.920919257
AC139451.1,1.382363336,3.82306578,1.318621889,0.628219442,0.622191112,1.861288422,0.646420998,0.678859275,5.28596975,1.283434219
RPS15AP6,1.184882859,1.638456763,0.0,1.076947615,0.533306668,0.0,0.554075141,2.909396892,1.132707804,3.30025942
RPS3AP38,1.49469168,3.031395539,3.13669558,3.532190572,2.152797557,3.220053365,1.397895998,2.055262025,2.000424332,3.052992277
RPL21P123,6.164593253,5.166305107,3.207458648,7.131139612,6.053751362,2.515254625,2.620625668,7.155543708,2.678700887,3.642178189
AL136418.1,3.509076159,1.940941088,3.793573741,2.764165545,2.316465372,2.099915143,5.032138846,3.216748564,2.236371817,3.040751842
AL080317.3,1.321494498,1.51062043,1.008447794,1.44133777,0.71375342,1.376016238,1.235915002,1.609439254,1.263303894,1.815843779
LINC00161,1.048689427,1.208440333,1.250417308,1.191450666,0.708010576,2.11801786,0.735582515,2.317485111,1.754395132,3.164329195
AL365318.1,1.941191067,1.491266793,2.468909068,1.470300822,2.621145537,1.161655186,3.6309605,2.542111327,0.0,1.201512886
MIR6069,25.98493105,15.96976845,11.01633477,15.74524677,15.59415699,15.55000454,8.100718836,8.507223824,8.280237425,16.08354274
AC141557.2,2.839293988,2.181209729,1.805581839,1.720434986,0.425981467,0.424775366,3.09799275,3.718233373,4.071403049,3.514799106
AP001458.1,19.83390873,9.142113821,18.91935753,15.77377077,6.695317403,20.02908193,9.274736059,12.17519352,16.59047571,18.41449097
AC133435.1,0.395989497,1.095149051,1.510920914,1.439669555,0.356463658,1.421817545,0.740690727,2.333578757,1.514210085,1.102951282
FO082796.1,2.492786343,2.298017682,1.188921375,3.398564195,2.243967946,2.237614497,2.331354419,0.0,0.0,0.0
CYP4F12,5.413459857,2.986435238,3.130833694,4.184216205,6.56143608,4.247118601,3.508141615,1.088509172,2.118931997,2.611960128
AC099521.2,1.863226279,1.574509732,3.480569348,3.034184439,5.660710834,2.020936034,2.468632947,0.991254693,1.632749336,0.64870654
CALB1,0.607132118,1.060474957,0.853464994,0.697043707,0.402707052,1.003917123,0.567814466,0.533538881,1.221889897,0.801022618
AC159540.2,3.792822781,1.782518443,2.057256517,2.43340299,0.73640487,1.268370656,1.460612167,3.359988194,1.421886222,0.828562032
KRT72,13.23641773,47.44222297,9.292794925,6.255945697,4.289479116,16.34892152,41.29711864,8.632291336,13.26093734,14.15710169
